id,name,original_name,director,mother_company,length_minutes,year,country,picture_format,age_limit,number_of_disks,weight,rating,num_of_rates,price,picture
47383,'just name','just orig name','just dir name','just mc name','127','1979','СССР','PAL | 1080p High Definition 16:9 (1.37:1)','6+',1,60.0,'4.4',35,628.0,'./img/47383jpg'
149077,'just name','just orig name','just dir name','just mc name','150','2009','США','PAL | 1080p Full High Definition 16:9 (2.40:1) Letterbox','16+',2,155.0,'4.6',54,1109.0,'./img/149077jpg'
127668,'just name','just orig name','just dir name','just mc name','110','2017','Китай| США| Великобритания','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,160.0,'4.5',63,949.0,'./img/127668jpg'
110084,'just name','just orig name','just dir name','just mc name','105','2016','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,60.0,'4.5',72,568.0,'./img/110084jpg'
145836,'just name','just orig name','just dir name','just mc name','105','1957','Япония','PAL | 1080i High Definition 16:9','16+',1,70.0,'4.5',35,319.0,'./img/145836jpg'
118454,'just name','just orig name','just dir name','just mc name','72','2017','Россия','PAL | 1080p High Definition 16:9 (2.39:1)','6+',1,70.0,'4.5',93,279.0,'./img/118454jpg'
32919,'just name','just orig name','just dir name','just mc name','123','2010','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,75.0,'4.5',79,1090.0,'./img/32919jpg'
38919,'just name','just orig name','just dir name','just mc name','112','2011','США','PAL | Anamorphic WideScreen 2.40:1','16+',1,70.0,'4.4',65,1290.0,'./img/38919jpg'
134799,'just name','just orig name','just dir name','just mc name','100','2018','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','18+',1,65.0,'4.4',56,699.0,'./img/134799jpg'
58874,'just name','just orig name','just dir name','just mc name','73','2014','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,65.0,'4.5',71,399.0,'./img/58874jpg'
87451,'just name','just orig name','just dir name','just mc name','98','2016','США','PAL | 1080p High Definition 16:9 (2.39:1)','18+',1,65.0,'4.3',72,349.0,'./img/87451jpg'
118453,'just name','just orig name','just dir name','just mc name','107','2017','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',1,85.0,'4.4',34,674.0,'./img/118453jpg'
118695,'just name','just orig name','just dir name','just mc name','123','2017','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,75.0,'4.4',62,674.0,'./img/118695jpg'
84815,'just name','just orig name','just dir name','just mc name','103','2015','США| Австралия','PAL | 1080p High Definition 16:9','12+',1,65.0,'4.5',49,349.0,'./img/84815jpg'
51840,'just name','just orig name','just dir name','just mc name','177','2013','Россия','PAL | 1080p Full High Definition 16:9','18+',1,65.0,'4.5',47,469.0,'./img/51840jpg'
103551,'just name','just orig name','just dir name','just mc name','96','2017','США','PAL | 1080p High Definition 16:9 (2.4:1)','18+',1,70.0,'4.6',42,529.0,'./img/103551jpg'
136692,'just name','just orig name','just dir name','just mc name','129','1962','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,85.0,'4.5',62,534.0,'./img/136692jpg'
47948,'just name','just orig name','just dir name','just mc name','104','2013','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',2,0.0,'4.5',135,529.0,'./img/47948jpg'
114499,'just name','just orig name','just dir name','just mc name','110','2016','Франция','PAL | 1080p High Definition 16:9 (2.35:1)','16+',1,60.0,'4.5',38,449.0,'./img/114499jpg'
70353,'just name','just orig name','just dir name','just mc name','93','2015','США','PAL | 1080p High Definition 16:9','12+',1,65.0,'4.6',64,469.0,'./img/70353jpg'
42428,'just name','just orig name','just dir name','just mc name','93','2011','США','PAL | 16:9','18+',2,110.0,'4.5',40,399.0,'./img/42428jpg'
46807,'just name','just orig name','just dir name','just mc name','102','2012','США','PAL | 1920 X 1080 HD широкоэкранный формат','16+',1,75.0,'4.5',69,499.0,'./img/46807jpg'
143970,'just name','just orig name','just dir name','just mc name','128','2018','Новая Зеландия| США','PAL | 1080p WideScreen (2.39:1)','16+',2,90.0,'4.5',40,890.0,'./img/143970jpg'
46121,'just name','just orig name','just dir name','just mc name','143','2013','США','PAL | 1080р High Definition 16:9 (2.4:1)','',1,90.0,'4.5',56,1599.0,'./img/46121jpg'
27734,'just name','just orig name','just dir name','just mc name','93','2010','Великобритания','PAL | 1080p High Definition 16:9','16+',1,60.0,'4.4',51,899.0,'./img/27734jpg'
14148,'just name','just orig name','just dir name','just mc name','86','2008','США','PAL | 1080p High Definition 16:9','0+',1,65.0,'4.3',45,349.0,'./img/14148jpg'
40117,'just name','just orig name','just dir name','just mc name','104','1971','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,70.0,'4.6',34,555.0,'./img/40117jpg'
91594,'just name','just orig name','just dir name','just mc name','96','2016','США','PAL | 1080p High Definition 16:9 2.40:1','16+',1,70.0,'4.6',36,529.0,'./img/91594jpg'
23965,'just name','just orig name','just dir name','just mc name','101','2004','США| Канада| Германия| Чехия| Великобритания','PAL | 1080p High Definition 16:9','16+',1,65.0,'4.4',59,1399.0,'./img/23965jpg'
90302,'just name','just orig name','just dir name','just mc name','109','1963','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','12+',1,60.0,'4.4',46,449.0,'./img/90302jpg'
84009,'just name','just orig name','just dir name','just mc name','135','2012','США','PAL | 1080p HD','18+',1,70.0,'4.5',49,759.0,'./img/84009jpg'
44293,'just name','just orig name','just dir name','just mc name','96','2007','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,80.0,'4.5',50,249.0,'./img/44293jpg'
143971,'just name','just orig name','just dir name','just mc name','99','2018','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',1,70.0,'4.5',98,599.0,'./img/143971jpg'
50983,'just name','just orig name','just dir name','just mc name','270','2013','Великобритания','PAL | 1080p Full High Definition','16+',2,80.0,'4.4',55,649.0,'./img/50983jpg'
135905,'just name','just orig name','just dir name','just mc name','128','1958','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,70.0,'4.5',40,654.0,'./img/135905jpg'
44631,'just name','just orig name','just dir name','just mc name','135','2012','США','PAL | 1080p High Definition 16:9','18+',1,75.0,'4.5',65,499.0,'./img/44631jpg'
161220,'just name','just orig name','just dir name','just mc name','94','2008','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,80.0,'4.4',61,799.0,'./img/161220jpg'
51092,'just name','just orig name','just dir name','just mc name','83','2013','США','PAL | 1080р High Definition 16:9','16+',1,70.0,'4.5',40,259.0,'./img/51092jpg'
127652,'just name','just orig name','just dir name','just mc name','102','2018','Россия','PAL | 1080p Full High Definition 16:9 (2.35:1)','16+',1,65.0,'4.5',53,376.0,'./img/127652jpg'
16088,'just name','just orig name','just dir name','just mc name','89','2008','США','PAL | WideScreen 16:9 (1.78:1)','0+',1,75.0,'4.6',50,402.0,'./img/16088jpg'
213272,'just name','just orig name','just dir name','just mc name','171','2003','Германия| Швеция| Франция| Норвегия| Нидерланды| Финляндия','PAL | Animorphic WideScreen 16:9 (2.35:1)','18+',1,70.0,'4.5',125,449.0,'./img/213272jpg'
200631,'just name','just orig name','just dir name','just mc name','363','1979','СССР','PAL | 1080p High Definition 16:9 (1.37:1)','12+',2,80.0,'4.4',314,899.0,'./img/200631jpg'
209657,'just name','just orig name','just dir name','just mc name','190','1965','СССР','PAL | 1080p High Definition 4:3 (1.33:1)','0+',1,70.0,'4.5',177,649.0,'./img/209657jpg'
21996,'just name','just orig name','just dir name','just mc name','150','2009','США','PAL | 1080i High Defenition 16:9','16+',2,85.0,'4.4',52,999.0,'./img/21996jpg'
47064,'just name','just orig name','just dir name','just mc name','170','2012','США| Новая Зеландия','PAL | 1080p Full High Definition 16:9 2.4:1','6+',2,210.0,'4.7',55,992.0,'./img/47064jpg'
38655,'just name','just orig name','just dir name','just mc name','93','2011','США| Франция','PAL | 1080p Full High Definition 16:9 (1.78:1)','16+',1,65.0,'4.5',63,513.0,'./img/38655jpg'
150741,'just name','just orig name','just dir name','just mc name','118','2019','Великобритания','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,100.0,'4.5',62,689.0,'./img/150741jpg'
129899,'just name','just orig name','just dir name','just mc name','242','2016','США','PAL | 1080p Full High Definition','18+',3,235.0,'4.5',126,2191.0,'./img/129899jpg'
58802,'just name','just orig name','just dir name','just mc name','123','2014','Великобритания','PAL | WideScreen 16:9','18+',2,105.0,'4.5',90,329.0,'./img/58802jpg'
213273,'just name','just orig name','just dir name','just mc name','105','1981','Австралия| Новая Зеландия| США','PAL | WideScreen 16:9 (1.78:1)','',1,70.0,'4.5',104,449.0,'./img/213273jpg'
213068,'just name','just orig name','just dir name','just mc name','78','1960','Франция','PAL | Anamorphic WideScreen 2|35:1 (16/9)','16+',1,0.0,'4.5',103,449.0,'./img/213068jpg'
112296,'just name','just orig name','just dir name','just mc name','152','2017','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,85.0,'4.5',109,896.0,'./img/112296jpg'
200605,'just name','just orig name','just dir name','just mc name','116','2001','Германия| Франция','PAL | 1080p Full High Definition 16:9 (2.35:1)','16+',1,65.0,'4.6',139,649.0,'./img/200605jpg'
120796,'just name','just orig name','just dir name','just mc name','94','1966','СССР','PAL | 1080p High Definition 16:9 (1.37:1)','0+',1,65.0,'4.5',84,649.0,'./img/120796jpg'
97993,'just name','just orig name','just dir name','just mc name','558','2015','США| Великобритания','PAL | 1080p Full High Definition 16:9 (1.78:1)','18+',4,255.0,'4.6',69,1399.0,'./img/97993jpg'
95621,'just name','just orig name','just dir name','just mc name','153','1955','СССР','PAL | 1080i High Definition 1.33:1','0+',1,75.0,'4.5',100,649.0,'./img/95621jpg'
188773,'just name','just orig name','just dir name','just mc name','87','2018','Россия','PAL | 1080p High Definition 16:9 (2.35:1)','16+',1,65.0,'4.4',38,649.0,'./img/188773jpg'
36086,'just name','just orig name','just dir name','just mc name','417','2011','США','PAL | 1080p Full HD','12+',3,100.0,'4.6',53,1249.0,'./img/36086jpg'
46198,'just name','just orig name','just dir name','just mc name','125','2013','США','PAL | 1080p Widescreen 2.40:1','16+',1,0.0,'4.4',81,990.0,'./img/46198jpg'
46265,'just name','just orig name','just dir name','just mc name','102','2012','США','PAL | 16:9 (2.35:1)| 1920 X 1080p','18+',1,70.0,'4.6',97,171.0,'./img/46265jpg'
205353,'just name','just orig name','just dir name','just mc name','174','2012','Великобритания','PAL | 1080i High Defenition 16:9','',2,120.0,'4.5',67,799.0,'./img/205353jpg'
187503,'just name','just orig name','just dir name','just mc name','95','1944','США','PAL | 1080p High Definition 16:9 (1.37:1)','16+',1,60.0,'4.5',67,369.0,'./img/187503jpg'
50803,'just name','just orig name','just dir name','just mc name','131','2014','США| Великобритания','PAL | 1080p Full High Definition','12+',1,75.0,'4.5',82,499.0,'./img/50803jpg'
42060,'just name','just orig name','just dir name','just mc name','134','1979','США| Италия','PAL | 1080p Full High Definition 16:9 (1.78:1)','18+',1,65.0,'3.6',57,269.0,'./img/42060jpg'
190517,'just name','just orig name','just dir name','just mc name','76','1936','США','PAL | 1080р High Definition 1.37:1','12+',1,0.0,'4.5',37,369.0,'./img/190517jpg'
162494,'just name','just orig name','just dir name','just mc name','423','2019','США| Великобритания','PAL | 1080p Full High Definition 16:9 (1.78:1)','18+',3,205.0,'4.4',72,2590.0,'./img/162494jpg'
160151,'just name','just orig name','just dir name','just mc name','147','2019','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,70.0,'4.5',159,799.0,'./img/160151jpg'
190564,'just name','just orig name','just dir name','just mc name','185','1946','СССР','PAL | 1080p High Definition 4:3 (1.33:1)','0+',1,70.0,'4.5',127,649.0,'./img/190564jpg'
141808,'just name','just orig name','just dir name','just mc name','96','2018','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',1,70.0,'4.4',63,399.0,'./img/141808jpg'
187493,'just name','just orig name','just dir name','just mc name','119','1951','США','PAL | 1080p High Definition 16:9 (1.37:1)','16+',1,60.0,'4.4',72,305.0,'./img/187493jpg'
170583,'just name','just orig name','just dir name','just mc name','76','1967','СССР','PAL | 1080p High Definition 4:3 (1.33:1)','12+',1,65.0,'3.9',45,649.0,'./img/170583jpg'
